1650094.63,4944639.0,70.71
1650348.88,4944585.0,69.08
1650592.63,4945068.0,68.0
1650829.5,4945554.0,69.91
1651029.88,4945905.5,69.07
1651232.38,4946354.5,68.32
1651227.63,4946378.0,68.32
1650986.0,4946490.5,68.74
1650757.0,4946024.5,69.16
1650577.5,4945659.5,70.47
1650064.5,4945875.0,72.33
1649881.13,4945376.0,71.29
1650029.25,4945313.5,70.47
1649770.5,4945419.0,70.95
1649922.38,4944957.0,70.11
1650100.25,4944685.5,70.19
1650073.75,4944698.0,70.13
1649896.88,4946121.0,72.98
1650065.0,4946470.5,73.7
1649998.63,4946733.5,72.4
1650051.0,4946979.0,72.04
1650379.13,4946826.0,71.75
1650670.25,4946655.0,71.1
1651438.88,4946731.5,67.68
1651852.38,4946763.0,65.4
1652162.25,4946635.0,64.05
1652182.25,4946677.0,64.02
1651699.38,4946109.0,64.42
1652135.63,4945859.5,64.59
1652188.25,4945828.0,64.61
1652250.75,4945788.5,64.85
1652137.88,4946048.5,64.94
1652747.88,4946233.5,67.19
1653164.75,4946233.5,67.51
1653238.38,4946135.5,67.56
1652471.5,4947147.5,60.52
1652974.13,4946893.0,59.95
1653000.5,4947593.0,61.36
1652997.88,4947950.0,63.3
1653465.13,4947628.0,65.68
1653953.13,4947276.5,68.4
1653669.25,4946887.5,68.23
1653412.88,4946500.5,68.95
1653325.38,4946374.5,69.75
1653405.75,4946332.5,70.13
1653576.75,4946261.5,70.91
1653305.5,4946224.0,68.64
1653327.63,4946206.0,68.64
1654320.88,4947050.5,69.44
1653865.63,4946305.0,71.44
1654128.63,4946356.5,71.95
1654151.0,4946388.0,71.99
1651249.88,4944650.0,63.69
1651009.13,4945449.0,69.48
1651234.38,4945272.5,65.73
1651454.0,4945036.0,62.73
1651631.75,4944839.0,62.88
1651706.13,4944872.0,62.88
1652209.75,4945096.0,63.13
1651938.88,4944437.0,63.83
1652230.25,4944648.5,63.5
1652461.25,4944548.0,63.5
1651242.38,4944380.5,64.02
1651105.25,4944112.5,63.9
1651206.0,4944094.0,63.97
1651172.75,4943897.0,64.17
1651089.5,4943759.5,64.94
1651047.88,4943688.5,65.41
1650871.63,4943730.0,66.07
1650699.5,4943831.0,66.32
1650643.5,4943741.5,66.47
1650545.13,4943797.5,67.23
1650520.88,4943731.0,67.35
1650299.25,4943830.5,67.85
1650312.0,4943864.0,68.17
1650129.5,4944033.0,68.41
1650062.38,4944332.5,69.4
1651328.75,4943618.5,65.39
1652035.13,4943543.0,64.91
1652295.38,4943960.0,63.77
1652274.0,4943915.0,63.77
1652177.13,4943728.0,64.18
1652378.5,4944227.5,63.77
1652613.25,4944096.0,64.42
1652813.0,4944165.5,64.59
1652520.5,4944765.5,63.29
1652776.0,4944502.5,63.67
1652571.63,4944946.0,63.24
1653166.63,4944737.0,65.15
1653208.38,4944863.5,65.9
1653384.13,4945164.0,66.38
1653347.25,4944479.5,65.15
1653436.5,4944350.0,66.43
1652876.63,4943584.0,67.95
1652898.75,4943338.0,70.16
1652902.5,4943296.0,70.22
1653228.75,4943125.0,70.46
1653309.5,4943022.0,71.28
1653025.75,4943691.5,67.84
1652573.75,4945380.0,63.99
1652700.0,4945571.0,65.01
1653007.75,4945362.0,65.66
1653126.88,4945561.5,65.66
1653249.5,4945739.0,65.86
1653037.88,4945841.5,66.09
1653240.25,4945242.5,66.38
1653586.0,4945851.5,69.01
1653657.0,4945938.0,69.47
1653793.75,4945830.5,70.4
1653877.13,4945776.0,70.19
1654144.25,4945621.5,69.66
1653650.88,4945006.0,66.61
1653850.25,4944888.5,66.65
1653644.13,4944567.0,66.41
1654038.25,4945213.0,67.29
1654814.75,4946886.5,70.37
1655054.13,4946778.5,70.51
1654981.88,4946686.5,70.55
1654952.13,4946733.5,70.51
1654764.13,4946651.5,70.65
1655205.88,4946327.0,66.77
1654560.5,4945469.5,65.75
1654911.5,4945305.0,63.65
1655494.63,4944952.5,62.72
1655475.63,4944804.5,62.34
1654567.88,4944497.0,64.01
1654739.5,4944761.0,62.05
1655066.0,4944789.0,61.5
1655412.5,4944625.0,61.91
1655182.0,4944156.0,61.94
1655000.88,4943750.0,63.2
1653583.88,4943834.5,67.53
1653737.0,4944072.0,67.53
1654039.88,4943759.5,69.03
1654630.13,4943284.0,71.44
1654391.75,4942756.0,74.08
1654787.38,4943123.0,72.93
1653500.25,4945096.5,66.41
1652763.88,4945531.5,65.35
1650107.63,4944676.5,70.43
1650145.63,4944665.0,69.92
1650352.5,4944579.5,68.64
1650357.88,4944574.5,68.54
1650376.25,4944620.5,68.37
1650381.38,4944614.0,68.3
1651251.13,4944414.5,64.14
1651260.13,4944416.5,64.03
1651237.25,4944384.0,64.04
1651579.0,4944230.5,63.92
1651645.38,4944302.0,63.89
1652019.13,4944321.5,63.83
1652208.25,4944271.0,63.77
1652519.13,4944189.5,64.06
1651329.5,4943687.5,65.39
1652392.63,4943383.5,66.12
1652393.38,4943359.5,66.3
1653184.25,4943033.0,70.64
1654010.5,4942993.0,72.7
1654455.63,4942851.0,73.97
1654626.38,4942950.5,73.49
1654827.25,4943438.0,67.99
1654111.88,4943677.5,69.13
1654341.0,4943549.5,69.99
1653947.88,4943634.0,68.43
1653878.0,4943632.0,68.22
1655342.5,4944429.0,61.91
1655290.5,4944410.0,61.91
1655221.38,4944282.0,61.92
1654399.38,4944572.0,64.29
1653136.13,4944368.0,63.92
1653035.25,4944362.5,63.79
1653147.88,4944201.0,64.71
1653102.13,4944214.0,64.68
1655032.0,4945217.5,63.23
1655018.25,4945301.5,63.35
1655514.13,4945400.5,63.58
1655702.38,4945732.0,64.41
1655636.25,4945947.5,65.01
1655473.38,4946058.0,65.52
1655702.0,4945843.5,64.69
1655004.88,4946866.0,70.51
1654848.63,4946920.0,70.37
1654504.88,4947010.0,69.44
1654147.63,4947127.5,69.34
1654320.63,4946836.0,70.24
1654196.13,4946476.5,71.84
1653374.0,4946313.5,69.0
1654034.0,4946220.5,71.7
1653117.88,4945984.5,66.67
1652987.5,4945869.0,65.91
1652919.5,4945750.5,65.54
1652879.75,4945759.5,65.51
1652625.5,4947099.5,59.95
1652295.38,4946618.5,63.94
1652739.13,4946283.5,67.18
1652044.5,4946708.5,65.17
1652433.0,4945703.0,64.89
1652664.75,4945450.0,64.3
1652626.63,4945439.5,64.1
1652531.63,4945339.5,63.99
1652665.13,4945336.0,63.43
1652217.38,4945696.5,64.64
1652211.63,4945412.0,63.18
1652469.38,4945212.5,63.13
1652212.0,4945062.5,63.13
1651102.75,4946039.0,68.78
1650501.5,4946742.5,71.46
1650496.13,4946770.0,71.48
1650076.63,4946503.5,73.79
1649932.25,4946560.5,73.12
1649851.13,4946001.0,72.72
1649984.88,4945956.0,72.43
1649627.88,4945098.0,70.11
1650151.88,4944850.0,70.12
1649929.63,4944395.0,69.9
1650210.88,4944252.0,68.7
1650325.75,4943930.5,68.22
1652407.25,4944555.5,63.5
1652869.63,4945446.5,65.56
1654186.38,4945631.5,69.59
1652715.75,4945564.5,65.02
1654757.0,4943407.5,69.02
1655204.38,4945090.0,62.92
1655307.38,4945032.5,62.8
1655520.5,4945027.5,62.72
1655510.63,4945305.5,63.36
1655546.63,4945480.0,63.64
1655316.13,4946179.0,66.03
1655280.25,4946245.5,66.24
1651133.0,4944753.0,64.17
1651333.63,4946515.0,68.28
1651621.0,4946776.5,67.62
1652620.25,4945096.5,63.26
1653535.38,4945415.0,68.57
1653638.5,4945351.5,66.52
1654106.25,4945524.0,69.53
1653382.38,4945500.0,67.42
1653496.88,4944266.0,67.48
1653901.25,4943949.0,68.18
1654462.38,4943456.5,70.53
1655230.88,4944258.0,61.93
1655162.75,4944163.0,61.95
1654925.75,4944801.0,61.83
1654858.25,4944795.0,62.04
1655479.0,4944922.5,62.57
1655494.88,4944873.0,62.35
1654742.88,4946936.5,70.13
1653702.88,4947431.0,67.88
1652127.0,4945847.0,64.58
1652323.25,4945747.5,64.87
1651497.63,4944781.5,62.88
1650826.88,4944939.5,65.92
1650026.0,4946453.5,73.37
1653025.75,4943589.5,67.93
1653405.25,4943607.0,67.53
1654542.0,4946550.0,70.83
1651141.13,4944445.0,64.07
1650052.63,4944638.0,70.68
1650012.63,4944551.5,70.25
1649989.63,4944541.5,70.14
1650020.38,4944365.0,69.48
1650106.88,4944325.5,69.22
1650209.75,4944195.5,68.63
1650017.88,4946758.0,72.29
1652260.88,4945816.5,64.85
1652433.0,4943954.0,63.9
1652708.25,4944155.0,64.57
1653541.75,4944409.5,66.42
1654257.63,4946332.5,72.0
1650149.75,4946528.5,73.8
1650191.75,4944416.5,73.0
1654428.63,4942467.0,74.5
