7111.65,7532.36,0.386
5679.61,9538.83,0.087
4862.46,9538.83,0.069
2750.81,9474.11,0.065
1852.75,8357.61,0.065
1974.11,6076.05,0.073
1974.11,5149.68,0.065
4235.44,5076.86,0.083
6411.81,5093.04,0.069
5412.62,7888.35,0.413
4510.52,8264.56,0.324
3033.98,9243.53,0.094
2301.78,8078.48,0.094
2944.98,7669.9,0.128
3786.41,7139.97,0.241
4830.1,6480.58,0.167
7099.51,8438.51,0.077
5505.66,8450.65,0.132
3563.92,8839.0,0.118
3167.48,7532.36,0.151
2730.58,7285.6,0.108
3511.33,6666.67,0.155
4097.9,6286.41,0.094
3337.38,5121.36,0.075
4530.74,6011.33,0.133
4215.21,7783.17,0.221
5194.17,7055.02,0.192
5218.45,5089.0,0.062
5622.98,5999.19,0.105
5950.65,5796.93,0.082
6614.08,7621.36,0.355
5380.26,7544.5,0.212
6318.77,7281.55,0.091
6549.35,7212.78,0.138
6585.76,6092.23,0.11
7152.1,6104.37,0.135
7669.9,7783.17,0.147
