7111.65,7532.36,120.99
5679.61,9538.83,118.5
4862.46,9538.83,118.08
2750.81,9474.11,117.02
1852.75,8357.61,116.58
1974.11,6076.05,116.16
1974.11,5149.68,116.31
4235.44,5076.86,117.34
6411.81,5093.04,119.62
5412.62,7888.35,120.0
4510.52,8264.56,119.11
3033.98,9243.53,117.02
2301.78,8078.48,116.7
2944.98,7669.9,117.23
3786.41,7139.97,118.24
4830.1,6480.58,118.38
7099.51,8438.51,119.95
5505.66,8450.65,119.36
3563.92,8839.0,117.47
3167.48,7532.36,117.42
2730.58,7285.6,116.98
3511.33,6666.67,117.71
4097.9,6286.41,117.59
3337.38,5121.36,117.01
4530.74,6011.33,117.72
4215.21,7783.17,118.66
5194.17,7055.02,118.94
5218.45,5089.0,118.86
5622.98,5999.19,118.94
5950.65,5796.93,119.44
6614.08,7621.36,120.65
5380.26,7544.5,119.78
6318.77,7281.55,119.67
6549.35,7212.78,120.06
6585.76,6092.23,119.65
7152.1,6104.37,120.12
7669.9,7783.17,121.0
