7111.65,7532.36,0.0668400046415627
5679.61,9538.83,0.000579180214117514
4862.46,9538.83,0.00013754859537584707
2750.81,9474.11,2.9137488127162214e-05
1852.75,8357.61,-4.092726157978177e-11
1974.11,6076.05,8.323525617015548e-05
1974.11,5149.68,0.0002278459578519687
4235.44,5076.86,0.0005251669076642429
6411.81,5093.04,0.00031985393434297293
5412.62,7888.35,0.05022804485633969
4510.52,8264.56,0.0267458267044276
3033.98,9243.53,0.001609957525943173
2301.78,8078.48,0.001147627172031207
2944.98,7669.9,0.0043908130610361695
3786.41,7139.97,0.012713377858744934
4830.1,6480.58,0.006413026305381209
7099.51,8438.51,0.0002795300642901566
5505.66,8450.65,0.0025526100434944965
3563.92,8839.0,0.003429957439948339
3167.48,7532.36,0.00553004060202511
2730.58,7285.6,0.0014778503100387752
3511.33,6666.67,0.003383337229024619
4097.9,6286.41,0.000782955001341179
3337.38,5121.36,-3.637978807091713e-11
4530.74,6011.33,0.003928927122615278
4215.21,7783.17,0.014772504560824018
5194.17,7055.02,0.008968803558673244
5218.45,5089.0,1.3642420526593924e-12
5622.98,5999.19,0.0003566414234228432
5950.65,5796.93,0.00030197229352779686
6614.08,7621.36,0.05713470373302698
5380.26,7544.5,0.011808803290477954
6318.77,7281.55,0.0007976807391969487
6549.35,7212.78,0.0032066587591543794
6585.76,6092.23,0.001294894318562001
7152.1,6104.37,0.0041457703919149935
7669.9,7783.17,0.0678200051188469
