-725.47,529.92,0.226
-397.94,335.75,0.362
-8.12,150.03,1.396
-12.34,182.25,0.452
10.16,153.95,1.616
12.77,169.7,0.904
24.89,174.46,0.452
27.96,157.77,1.164
47.66,155.22,2.068
85.17,169.21,0.724
106.28,188.31,1.086
118.97,187.93,0.724
-383.95,352.91,0.724
133.06,185.37,1.086
143.95,194.33,0.362
141.77,176.88,0.588
147.15,166.79,0.452
158.04,158.47,0.226
134.98,241.26,1.176
143.67,241.26,1.034
155.78,236.76,0.944
174.89,215.74,0.362
169.16,231.66,0.724
-519.62,486.41,0.904
143.65,267.1,0.724
134.01,292.45,0.814
131.11,311.77,1.034
119.52,330.13,1.164
85.8,152.04,1.848
101.6,150.03,1.164
116.41,147.58,1.034
133.06,148.86,0.452
92.79,120.9,1.034
102.33,101.19,1.526
121.89,102.68,1.034
134.33,99.97,1.034
-489.75,461.74,1.356
148.13,105.38,0.582
122.43,57.22,1.526
107.55,53.71,1.086
122.03,70.68,0.582
135.15,61.55,0.867
151.92,64.53,0.285
95.64,0.14,1.266
110.8,0.14,1.275
141.91,17.99,0.145
148.4,1.49,0.226
107.82,-9.33,0.452
-545.6,497.45,0.737
79.73,-42.84,0.57
92.18,-42.84,2.003
132.76,-49.33,0.362
118.42,-38.51,0.904
128.7,-26.06,1.034
141.42,-32.29,0.582
112.28,-106.2,0.904
120.76,-129.55,1.266
155.57,-139.75,0.362
-453.39,435.11,1.641
136.02,-160.7,0.814
50.51,-43.11,0.647
39.15,-43.65,0.814
-4.6,-27.73,1.034
-7.85,21.51,0.452
-28.41,18.8,1.616
-36.88,38.9,1.526
-8.93,52.9,0.944
6.22,61.01,0.362
-47.94,59.31,0.944
-57.81,85.45,1.034
-441.16,454.62,0.452
-68.06,115.55,0.904
43.97,133.25,1.164
43.85,121.53,1.034
43.97,109.17,1.616
30.17,108.36,0.582
44.14,96.37,1.486
59.39,97.54,0.737
74.0,101.6,0.867
87.26,105.65,0.582
-422.09,436.19,0.452
44.51,81.57,0.904
56.68,67.23,0.724
45.86,62.36,1.266
66.96,67.23,0.362
45.59,38.83,0.85
62.44,40.96,0.285
15.3,27.6,0.582
53.44,12.58,1.277
60.74,-12.58,0.582
-368.06,362.45,1.009
147.15,757.99,1.164
128.39,752.75,1.746
90.26,735.93,0.633
74.24,703.03,0.565
72.94,601.3,0.226
114.41,753.38,0.582
116.41,683.69,1.746
101.25,682.42,1.164
94.46,664.08,0.582
148.43,579.93,0.582
131.14,579.93,1.164
116.41,579.93,1.978
116.41,547.26,0.904
130.5,547.26,0.904
-325.47,324.95,0.814
89.51,579.93,1.526
86.98,553.99,0.944
78.62,579.93,0.582
86.94,510.75,1.402
72.21,510.75,0.226
101.25,509.83,1.034
109.36,500.5,0.582
100.57,465.66,0.814
116.2,465.66,1.034
131.15,457.5,0.582
86.94,465.91,1.888
-690.4,518.23,0.95
-252.74,311.09,0.362
74.77,465.91,0.582
86.94,451.82,0.808
86.94,439.65,0.678
47.87,439.65,2.328
90.38,428.28,0.791
111.9,424.68,1.277
125.11,424.68,1.164
143.47,424.35,1.164
161.24,424.92,1.034
186.87,433.72,1.04
188.91,416.73,0.588
-272.22,287.71,1.266
188.91,400.42,0.362
127.71,411.47,0.944
128.36,393.72,0.362
202.5,456.82,0.724
89.51,415.31,1.17
76.69,415.31,0.362
37.41,413.2,1.746
89.51,401.22,1.746
89.51,387.77,0.582
103.6,396.1,0.582
49.66,382.17,0.362
-244.05,268.09,0.904
38.38,382.29,1.526
38.38,365.87,1.746
27.75,345.58,1.034
27.75,330.13,0.452
50.94,350.41,1.164
53.84,336.89,0.944
